name,price,year,info,sold_90_days,selling_count,link,scrape_time,page_num,district,district_code
中航华府,15297,N/A,雁塔  阿房路  / 2013-2022年,90天成交38套,169,https://xa.ke.com/xiaoqu/3811063951519/,2026-02-20 13:07:58,1,雁塔,yanta
紫薇西棠北区,15371,N/A,雁塔  阿房路  / 2015-2021年,90天成交8套,78,https://xa.ke.com/xiaoqu/3813444246680034/,2026-02-20 13:07:58,1,雁塔,yanta
紫薇西棠南区,13666,N/A,雁塔  阿房路  / 2023年,90天成交1套,39,https://xa.ke.com/xiaoqu/38000000048009/,2026-02-20 13:07:58,1,雁塔,yanta
铭城国际社区,12798,N/A,雁塔  阿房路  / 2001-2022年,90天成交15套,127,https://xa.ke.com/xiaoqu/3811100580394/,2026-02-20 13:07:58,1,雁塔,yanta
恒大城,13371,N/A,雁塔  阿房路  / 2008-2018年,90天成交35套,237,https://xa.ke.com/xiaoqu/3811056175231/,2026-02-20 13:07:58,1,雁塔,yanta
KingMall未来中心,6591,N/A,雁塔  阿房路  / 2017-2020年,90天成交2套,17,https://xa.ke.com/xiaoqu/3820022620402230/,2026-02-20 13:07:58,1,雁塔,yanta
华洲城领誉,11172,N/A,雁塔  阿房路  / 2012-2022年,90天成交15套,81,https://xa.ke.com/xiaoqu/3820034820507600/,2026-02-20 13:07:58,1,雁塔,yanta
金辉高新云璟,17648,N/A,雁塔  阿房路  / 2018-2022年,90天成交18套,70,https://xa.ke.com/xiaoqu/3820029996053562/,2026-02-20 13:07:58,1,雁塔,yanta
大茂城,暂无数据,N/A,雁塔  阿房路  / 2022年,90天成交0套,9,https://xa.ke.com/xiaoqu/3820046169910388/,2026-02-20 13:07:58,1,雁塔,yanta
绿地鸿海大厦,暂无数据,N/A,雁塔  阿房路  / 2017年,90天成交0套,6,https://xa.ke.com/xiaoqu/3820034629642840/,2026-02-20 13:07:58,1,雁塔,yanta
恒大阳光馨苑,11408,N/A,雁塔  阿房路  / 2012-2016年,90天成交0套,31,https://xa.ke.com/xiaoqu/3820024864282040/,2026-02-20 13:07:58,1,雁塔,yanta
风度天城,11354,N/A,雁塔  阿房路  / 2010-2025年,90天成交7套,48,https://xa.ke.com/xiaoqu/3820023617994194/,2026-02-20 13:07:58,1,雁塔,yanta
金泰怡景花园,11180,N/A,雁塔  阿房路  / 2008-2017年,90天成交4套,54,https://xa.ke.com/xiaoqu/386990508601847/,2026-02-20 13:07:58,1,雁塔,yanta
华洲城天峰,17224,N/A,雁塔  阿房路  / 2015-2018年,90天成交4套,37,https://xa.ke.com/xiaoqu/3811100257142/,2026-02-20 13:07:58,1,雁塔,yanta
天然气小区(丈八北路),8943,N/A,雁塔  阿房路  / 1998-2008年,90天成交0套,7,https://xa.ke.com/xiaoqu/3820031261147583/,2026-02-20 13:07:58,1,雁塔,yanta
宏府麒麟山,11202,N/A,雁塔  阿房路  / 2000-2021年,90天成交24套,157,https://xa.ke.com/xiaoqu/3811100244768/,2026-02-20 13:07:58,1,雁塔,yanta
绿地国际花都南区,13392,N/A,雁塔  阿房路  / 2013-2019年,90天成交7套,65,https://xa.ke.com/xiaoqu/3811099895277/,2026-02-20 13:07:58,1,雁塔,yanta
华洲城熙悦都,14888,N/A,雁塔  阿房路  / 2010-2021年,90天成交7套,178,https://xa.ke.com/xiaoqu/3811100250554/,2026-02-20 13:07:58,1,雁塔,yanta
金辉悦府,14289,N/A,雁塔  阿房路  / 2008-2017年,90天成交11套,86,https://xa.ke.com/xiaoqu/3811099777337/,2026-02-20 13:07:58,1,雁塔,yanta
三五零七社区,8415,N/A,雁塔  阿房路  / 1963-2025年,90天成交3套,32,https://xa.ke.com/xiaoqu/3811055944803/,2026-02-20 13:07:58,1,雁塔,yanta
南飞鸿华洲城云顶,16656,N/A,雁塔  阿房路  / 2016-2021年,90天成交19套,81,https://xa.ke.com/xiaoqu/3820020677977900/,2026-02-20 13:07:58,1,雁塔,yanta
铭城东区,12042,N/A,雁塔  阿房路  / 2010-2016年,90天成交1套,16,https://xa.ke.com/xiaoqu/3820031160478566/,2026-02-20 13:07:58,1,雁塔,yanta
绿地博海大厦,暂无数据,N/A,雁塔  阿房路  / 2016年,90天成交0套,1,https://xa.ke.com/xiaoqu/3820021103733137/,2026-02-20 13:07:58,1,雁塔,yanta
南飞鸿玖玺大观,16620,N/A,雁塔  阿房路  / 2023-2025年,90天成交2套,31,https://xa.ke.com/xiaoqu/38000000011766/,2026-02-20 13:07:58,1,雁塔,yanta
卓越坊,17006,N/A,雁塔  阿房路  / 2010-2024年,90天成交7套,108,https://xa.ke.com/xiaoqu/3820045587806502/,2026-02-20 13:07:58,1,雁塔,yanta
绿地国际花都北区,12707,N/A,雁塔  阿房路  / 2010-2021年,90天成交7套,87,https://xa.ke.com/xiaoqu/3820073632130383/,2026-02-20 13:07:58,1,雁塔,yanta
高芯悦澜,16875,N/A,雁塔  阿房路  / 2024-2025年,90天成交0套,3,https://xa.ke.com/xiaoqu/38000000043507/,2026-02-20 13:07:58,1,雁塔,yanta
千林郡,15284,N/A,雁塔  曲江  / 2010-2022年,90天成交10套,170,https://xa.ke.com/xiaoqu/3811056741921/,2026-02-20 13:07:58,1,雁塔,yanta
金地南湖艺境一期,19614,N/A,雁塔  曲江  / 2010-2021年,90天成交14套,122,https://xa.ke.com/xiaoqu/3814417235052711/,2026-02-20 13:07:59,1,雁塔,yanta
曲江林语,15748,N/A,雁塔  曲江  / 2013-2022年,90天成交13套,75,https://xa.ke.com/xiaoqu/3811100851692/,2026-02-20 13:07:59,1,雁塔,yanta
曲江紫汀苑,37911,N/A,雁塔  曲江  / 2008-2018年,90天成交0套,71,https://xa.ke.com/xiaoqu/387012733955941/,2026-02-20 13:08:33,2,雁塔,yanta
金地湖城大境天锦,37796,N/A,雁塔  曲江  / 2006-2017年,90天成交1套,117,https://xa.ke.com/xiaoqu/3811099776790/,2026-02-20 13:08:33,2,雁塔,yanta
金裕花园,10485,N/A,雁塔  曲江  / 2000-2013年,90天成交0套,23,https://xa.ke.com/xiaoqu/3820024347133311/,2026-02-20 13:08:33,2,雁塔,yanta
金地曲江尚林苑,26904,N/A,雁塔  曲江  / 2006-2014年,90天成交1套,28,https://xa.ke.com/xiaoqu/3820025065702427/,2026-02-20 13:08:33,2,雁塔,yanta
鸿基紫韵,31878,N/A,雁塔  曲江  / 2010-2017年,90天成交5套,75,https://xa.ke.com/xiaoqu/388396623590102/,2026-02-20 13:08:34,2,雁塔,yanta
曲池坊,43021,N/A,雁塔  曲江  / 2008-2015年,90天成交1套,25,https://xa.ke.com/xiaoqu/3820027330585956/,2026-02-20 13:08:34,2,雁塔,yanta
中海城,17886,N/A,雁塔  曲江  / 2011-2021年,90天成交9套,117,https://xa.ke.com/xiaoqu/3811100858966/,2026-02-20 13:08:34,2,雁塔,yanta
中海紫御华府,24352,N/A,雁塔  曲江  / 2013-2016年,90天成交27套,180,https://xa.ke.com/xiaoqu/3811055150619/,2026-02-20 13:08:34,2,雁塔,yanta
宝枫佳苑,10367,N/A,雁塔  曲江  / 2008-2018年,90天成交3套,60,https://xa.ke.com/xiaoqu/3811055843761/,2026-02-20 13:08:34,2,雁塔,yanta
中海御湖,32030,N/A,雁塔  曲江  / 2009-2015年,90天成交4套,126,https://xa.ke.com/xiaoqu/3811057268122/,2026-02-20 13:08:34,2,雁塔,yanta
曲江观邸,20634,N/A,雁塔  曲江  / 2006-2015年,90天成交3套,151,https://xa.ke.com/xiaoqu/3811055217784/,2026-02-20 13:08:34,2,雁塔,yanta
华侨城108坊,45422,N/A,雁塔  曲江  / 2006-2016年,90天成交0套,25,https://xa.ke.com/xiaoqu/387596381319209/,2026-02-20 13:08:34,2,雁塔,yanta
曲江凤凰池,39270,N/A,雁塔  曲江  / 2010-2016年,90天成交1套,12,https://xa.ke.com/xiaoqu/387302058619554/,2026-02-20 13:08:34,2,雁塔,yanta
曲江风景线,20255,N/A,雁塔  曲江  / 2013-2015年,90天成交5套,50,https://xa.ke.com/xiaoqu/3820023620091778/,2026-02-20 13:08:34,2,雁塔,yanta
曲江公馆,34449,N/A,雁塔  曲江  / 2006-2016年,90天成交0套,20,https://xa.ke.com/xiaoqu/3820027699866623/,2026-02-20 13:08:34,2,雁塔,yanta
中国铁建国际城曦园,17499,N/A,雁塔  曲江  / 2012-2017年,90天成交4套,111,https://xa.ke.com/xiaoqu/3811063295848/,2026-02-20 13:08:34,2,雁塔,yanta
曲江公馆和园,43415,N/A,雁塔  曲江  / 2012-2017年,90天成交2套,49,https://xa.ke.com/xiaoqu/3811100188490/,2026-02-20 13:08:34,2,雁塔,yanta
兰清苑,13354,N/A,雁塔  曲江  / 2006-2012年,90天成交0套,10,https://xa.ke.com/xiaoqu/3820029362583247/,2026-02-20 13:08:34,2,雁塔,yanta
拿铁城,9882,N/A,雁塔  曲江  / 2010-2013年,90天成交3套,47,https://xa.ke.com/xiaoqu/3820023594924069/,2026-02-20 13:08:34,2,雁塔,yanta
华旗国际广场,12125,N/A,雁塔  曲江  / 2008-2013年,90天成交2套,32,https://xa.ke.com/xiaoqu/3820023621138574/,2026-02-20 13:08:34,2,雁塔,yanta
金辉世界城,暂无数据,N/A,雁塔  曲江  / 2013-2020年,90天成交0套,1,https://xa.ke.com/xiaoqu/3811099670748/,2026-02-20 13:08:34,2,雁塔,yanta
城南锦绣,9829,N/A,雁塔  曲江  / 2001-2012年,90天成交1套,52,https://xa.ke.com/xiaoqu/3811055010102/,2026-02-20 13:08:34,2,雁塔,yanta
绿地海珀紫庭,21557,N/A,雁塔  曲江  / 2013年,90天成交2套,32,https://xa.ke.com/xiaoqu/3811056837877/,2026-02-20 13:08:34,2,雁塔,yanta
金地湖城大境天域,39768,N/A,雁塔  曲江  / 2011-2015年,90天成交1套,24,https://xa.ke.com/xiaoqu/3820024701696916/,2026-02-20 13:08:34,2,雁塔,yanta
曲江六号,23637,N/A,雁塔  曲江  / 2006-2016年,90天成交2套,105,https://xa.ke.com/xiaoqu/386940270800786/,2026-02-20 13:08:34,2,雁塔,yanta
明翰小区,15345,N/A,雁塔  曲江  / 2001-2012年,90天成交0套,7,https://xa.ke.com/xiaoqu/3820023977881307/,2026-02-20 13:08:34,2,雁塔,yanta
旺园小区,11486,N/A,雁塔  曲江  / 2005-2017年,90天成交4套,30,https://xa.ke.com/xiaoqu/3820024201348772/,2026-02-20 13:08:37,3,雁塔,yanta
金莎国际购物广场,14841,N/A,雁塔  曲江  / 2012年,90天成交0套,1,https://xa.ke.com/xiaoqu/3820028020894038/,2026-02-20 13:08:37,3,雁塔,yanta
曲江航天御苑,53938,N/A,雁塔  曲江  / 2005-2016年,90天成交0套,4,https://xa.ke.com/xiaoqu/3820025339481284/,2026-02-20 13:08:37,3,雁塔,yanta
曲江源著,36454,N/A,雁塔  曲江  / 2017年,90天成交0套,1,https://xa.ke.com/xiaoqu/3816843710148005/,2026-02-20 13:08:37,3,雁塔,yanta
金地湖城大境同禧,42602,N/A,雁塔  曲江  / 2013-2018年,90天成交1套,3,https://xa.ke.com/xiaoqu/3820024709034914/,2026-02-20 13:08:37,3,雁塔,yanta
曲江观唐,12475,N/A,雁塔  曲江  / 2007-2014年,90天成交3套,60,https://xa.ke.com/xiaoqu/3820023465948296/,2026-02-20 13:08:37,3,雁塔,yanta
中海铂宫,46433,N/A,雁塔  曲江  / 2000-2017年,90天成交0套,42,https://xa.ke.com/xiaoqu/3820024926243513/,2026-02-20 13:08:37,3,雁塔,yanta
民政小区,9196,N/A,雁塔  曲江  / 2000-2009年,90天成交0套,8,https://xa.ke.com/xiaoqu/3820024986009624/,2026-02-20 13:08:37,3,雁塔,yanta
曲江颐景,19027,N/A,雁塔  曲江  / 2017-2019年,90天成交0套,3,https://xa.ke.com/xiaoqu/3820025058359365/,2026-02-20 13:08:37,3,雁塔,yanta
碧水西岸南湖一号,31427,N/A,雁塔  曲江  / 2004-2012年,90天成交0套,30,https://xa.ke.com/xiaoqu/3820024855892382/,2026-02-20 13:08:37,3,雁塔,yanta
湖滨花园,44083,N/A,雁塔  曲江  / 2000-2015年,90天成交0套,12,https://xa.ke.com/xiaoqu/3820023769082090/,2026-02-20 13:08:37,3,雁塔,yanta
丽融大厦,8438,N/A,雁塔  曲江  / 2003-2008年,90天成交1套,15,https://xa.ke.com/xiaoqu/3820023327415868/,2026-02-20 13:08:37,3,雁塔,yanta
中海东郡,22648,N/A,雁塔  曲江  / 2010-2012年,90天成交7套,128,https://xa.ke.com/xiaoqu/3820023493207596/,2026-02-20 13:08:37,3,雁塔,yanta
泛美花园,20657,N/A,雁塔  曲江  / 2008-2011年,90天成交0套,18,https://xa.ke.com/xiaoqu/3820024362860827/,2026-02-20 13:08:37,3,雁塔,yanta
大华曲江公园世家三期,18618,N/A,雁塔  曲江  / 2008-2019年,90天成交7套,103,https://xa.ke.com/xiaoqu/3820024702745272/,2026-02-20 13:08:37,3,雁塔,yanta
香都东岸,20128,N/A,雁塔  曲江  / 2001-2021年,90天成交12套,135,https://xa.ke.com/xiaoqu/3811064147884/,2026-02-20 13:08:37,3,雁塔,yanta
天地源曲江香都,18026,N/A,雁塔  曲江  / 2009-2019年,90天成交4套,157,https://xa.ke.com/xiaoqu/3811063758451/,2026-02-20 13:08:37,3,雁塔,yanta
曲江溪园,36221,N/A,雁塔  曲江  / 2007-2011年,90天成交0套,2,https://xa.ke.com/xiaoqu/3820031337759829/,2026-02-20 13:08:37,3,雁塔,yanta
大雁塔风景区家属院,12645,N/A,雁塔  曲江  / 1998-2023年,90天成交0套,9,https://xa.ke.com/xiaoqu/3820024932528840/,2026-02-20 13:08:37,3,雁塔,yanta
唐顿庄园,21777,N/A,雁塔  曲江  / 2016-2020年,90天成交5套,50,https://xa.ke.com/xiaoqu/3816369942016557/,2026-02-20 13:08:37,3,雁塔,yanta
悦成园,15833,N/A,雁塔  曲江  / 2004-2013年,90天成交0套,7,https://xa.ke.com/xiaoqu/3820031159430154/,2026-02-20 13:08:37,3,雁塔,yanta
曲江皇家花园,81438,N/A,雁塔  曲江  / 1997-2010年,90天成交0套,4,https://xa.ke.com/xiaoqu/3820026677123450/,2026-02-20 13:08:37,3,雁塔,yanta
海德堡PARK,21885,N/A,雁塔  曲江  / 2012-2023年,90天成交8套,149,https://xa.ke.com/xiaoqu/3811099776498/,2026-02-20 13:08:37,3,雁塔,yanta
中海百贤府,53491,N/A,雁塔  曲江  / 2006-2015年,90天成交0套,7,https://xa.ke.com/xiaoqu/3820023319027698/,2026-02-20 13:08:37,3,雁塔,yanta
金辉环球广场,13230,N/A,雁塔  曲江  / 2016-2021年,90天成交2套,40,https://xa.ke.com/xiaoqu/3811099658198/,2026-02-20 13:08:40,4,雁塔,yanta
中国铁建万科翡翠国际西区,20107,N/A,雁塔  曲江  / 2010-2024年,90天成交18套,316,https://xa.ke.com/xiaoqu/3820023227732700/,2026-02-20 13:08:40,4,雁塔,yanta
瑞麟君府花园,25951,N/A,雁塔  曲江  / 2010年,90天成交0套,4,https://xa.ke.com/xiaoqu/3820025101356912/,2026-02-20 13:08:40,4,雁塔,yanta
百隆广场,12060,N/A,雁塔  曲江  / 2003-2010年,90天成交0套,9,https://xa.ke.com/xiaoqu/3820031205564639/,2026-02-20 13:08:40,4,雁塔,yanta
龙湖曲江盛景,42035,N/A,雁塔  曲江  / 2008-2012年,90天成交0套,15,https://xa.ke.com/xiaoqu/3820023800567809/,2026-02-20 13:08:40,4,雁塔,yanta
万科城市之光蜜柚,16703,N/A,雁塔  曲江  / 2009-2019年,90天成交0套,50,https://xa.ke.com/xiaoqu/3811100910674/,2026-02-20 13:08:40,4,雁塔,yanta
曲江假日新嘉园,18496,N/A,雁塔  曲江  / 2000-2016年,90天成交0套,23,https://xa.ke.com/xiaoqu/3820025930935235/,2026-02-20 13:08:40,4,雁塔,yanta
曲江公馆一期,26247,N/A,雁塔  曲江  / 2007-2010年,90天成交0套,3,https://xa.ke.com/xiaoqu/3820025155876638/,2026-02-20 13:08:40,4,雁塔,yanta
旺座曲江,12536,N/A,雁塔  曲江  / 2016-2019年,90天成交2套,17,https://xa.ke.com/xiaoqu/386989074410730/,2026-02-20 13:08:40,4,雁塔,yanta
锦圣邸,22436,N/A,雁塔  曲江  / 2010-2012年,90天成交0套,1,https://xa.ke.com/xiaoqu/3820023493208346/,2026-02-20 13:08:40,4,雁塔,yanta
曲江金水湾,29920,N/A,雁塔  曲江  / 2014-2018年,90天成交1套,38,https://xa.ke.com/xiaoqu/3820024358672870/,2026-02-20 13:08:40,4,雁塔,yanta
曲江大观园,13798,N/A,雁塔  曲江  / 2016年,90天成交0套,7,https://xa.ke.com/xiaoqu/3820024360770930/,2026-02-20 13:08:40,4,雁塔,yanta
大华曲江公园世家五期,15514,N/A,雁塔  曲江  / 2006-2019年,90天成交7套,95,https://xa.ke.com/xiaoqu/3811063210412/,2026-02-20 13:08:40,4,雁塔,yanta
正荣彩虹谷,暂无数据,N/A,雁塔  曲江  / 2017年,90天成交0套,4,https://xa.ke.com/xiaoqu/387937972515316/,2026-02-20 13:08:40,4,雁塔,yanta
蓝溪都市花园,15911,N/A,雁塔  曲江  / 2001-2007年,90天成交2套,21,https://xa.ke.com/xiaoqu/3811059352904/,2026-02-20 13:08:40,4,雁塔,yanta
陕西省考古研究院家属区,8146,N/A,雁塔  曲江  / 1998-2005年,90天成交0套,2,https://xa.ke.com/xiaoqu/3820031209763637/,2026-02-20 13:08:40,4,雁塔,yanta
万科东方传奇,21350,N/A,雁塔  曲江  / 2012-2021年,90天成交17套,141,https://xa.ke.com/xiaoqu/3811099896177/,2026-02-20 13:08:40,4,雁塔,yanta
钟元小区,暂无数据,N/A,雁塔  曲江  / 1986-2016年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056750826/,2026-02-20 13:08:43,5,雁塔,yanta
明珠滙博林,暂无数据,N/A,雁塔  曲江  / 2012-2018年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031410138885/,2026-02-20 13:08:43,5,雁塔,yanta
金域牟嘉,暂无数据,N/A,雁塔  阿房路  / 2009-2015年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820026239698420/,2026-02-20 13:08:43,5,雁塔,yanta
曲江影视大厦,暂无数据,N/A,雁塔  曲江  / 2010-2023年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820034429284889/,2026-02-20 13:08:43,5,雁塔,yanta
羊头镇,暂无数据,N/A,雁塔  曲江  / 2000-2019年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820038846087817/,2026-02-20 13:08:43,5,雁塔,yanta
东曲江池社区,暂无数据,N/A,雁塔  曲江  / 2003-2016年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056842750/,2026-02-20 13:08:43,5,雁塔,yanta
新开门村,暂无数据,N/A,雁塔  曲江  / 2005-2018年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820037179555077/,2026-02-20 13:08:43,5,雁塔,yanta
石桥欣苑,暂无数据,N/A,雁塔  阿房路  / 2009-2012年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031162572826/,2026-02-20 13:08:43,5,雁塔,yanta
正和医院家属院,暂无数据,N/A,雁塔  曲江  / 2012年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811057118050/,2026-02-20 13:08:43,5,雁塔,yanta
长庆坊二期,暂无数据,N/A,雁塔  曲江  / 2006-2011年,90天成交0套,0,https://xa.ke.com/xiaoqu/38000000000849/,2026-02-20 13:08:43,5,雁塔,yanta
西安财经学院小寨东路131号家属院,暂无数据,N/A,雁塔  曲江  / 1999-2010年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811059356778/,2026-02-20 13:08:43,5,雁塔,yanta
汇景新都,暂无数据,N/A,雁塔  曲江  / 2005-2009年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056836813/,2026-02-20 13:08:43,5,雁塔,yanta
航天佳苑,暂无数据,N/A,雁塔  曲江  / 2010年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811057246580/,2026-02-20 13:08:43,5,雁塔,yanta
西安棉织厂家属院,9587,N/A,雁塔  曲江  / 1995-2009年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031248634120/,2026-02-20 13:08:43,5,雁塔,yanta
南窑村新家园,暂无数据,N/A,雁塔  曲江  / 2000-2012年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031160476557/,2026-02-20 13:08:43,5,雁塔,yanta
陕西师范大学家属院,暂无数据,N/A,雁塔  曲江  / 1998-2010年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055048971/,2026-02-20 13:08:43,5,雁塔,yanta
雁湖小区二期,暂无数据,N/A,雁塔  曲江  / 2016年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056892458/,2026-02-20 13:08:43,5,雁塔,yanta
大夏国际中心,暂无数据,N/A,雁塔  曲江  / 2016年,90天成交0套,0,https://xa.ke.com/xiaoqu/387286558043468/,2026-02-20 13:08:43,5,雁塔,yanta
雁塔区机关家属院(育才路),暂无数据,N/A,雁塔  曲江  / 2008年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031210887359/,2026-02-20 13:08:43,5,雁塔,yanta
西安后村社区,暂无数据,N/A,雁塔  曲江  / 2005-2008年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055123835/,2026-02-20 13:08:43,5,雁塔,yanta
陆荣花园,暂无数据,N/A,雁塔  曲江  / 2018-2025年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031418538641/,2026-02-20 13:08:44,5,雁塔,yanta
岳旗寨,暂无数据,N/A,雁塔  阿房路  / 2020-2023年,90天成交0套,0,https://xa.ke.com/xiaoqu/38000000032873/,2026-02-20 13:08:44,5,雁塔,yanta
乐游路4号,10203,N/A,雁塔  曲江  / 2006年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031209763746/,2026-02-20 13:08:44,5,雁塔,yanta
大寨子村,暂无数据,N/A,雁塔  阿房路  / 2021年,90天成交0套,0,https://xa.ke.com/xiaoqu/38000000020957/,2026-02-20 13:08:44,5,雁塔,yanta
北池头社区,暂无数据,N/A,雁塔  曲江  / 2000年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055139650/,2026-02-20 13:08:44,5,雁塔,yanta
退休干部休养所,9596,N/A,雁塔  曲江  / 1995-1998年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055793149/,2026-02-20 13:08:44,5,雁塔,yanta
稷姚唐郡,暂无数据,N/A,雁塔  阿房路  / 2025年,90天成交0套,0,https://xa.ke.com/xiaoqu/38000000117520/,2026-02-20 13:08:44,5,雁塔,yanta
曲江国际公园城,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055221941/,2026-02-20 13:08:44,5,雁塔,yanta
三爻宜居苑,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056742614/,2026-02-20 13:08:44,5,雁塔,yanta
翠华北路121号,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031207732774/,2026-02-20 13:08:44,5,雁塔,yanta
交管局家属院,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056837418/,2026-02-20 13:08:47,6,雁塔,yanta
交大财经社区东家属院,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3820035974476836/,2026-02-20 13:08:47,6,雁塔,yanta
益卓酒店,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811054990609/,2026-02-20 13:08:47,6,雁塔,yanta
雁塔路南段133号社区,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055085212/,2026-02-20 13:08:47,6,雁塔,yanta
西安饭庄家属区,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055123511/,2026-02-20 13:08:47,6,雁塔,yanta
西延路16号,暂无数据,N/A,雁塔  曲江  / 1996年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811055046989/,2026-02-20 13:08:47,6,雁塔,yanta
长安大学育才路住宅区西院,暂无数据,N/A,雁塔  曲江  / 2014年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056827338/,2026-02-20 13:08:47,6,雁塔,yanta
交大财经社区西院,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056725079/,2026-02-20 13:08:47,6,雁塔,yanta
瓦胡同家属院,暂无数据,N/A,雁塔  曲江  / 2006年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056478290/,2026-02-20 13:08:47,6,雁塔,yanta
长安大学育才路住宅区东院,暂无数据,N/A,雁塔  曲江  / 2005-2010年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056826767/,2026-02-20 13:08:47,6,雁塔,yanta
长安大学本部南院住宅区,暂无数据,N/A,雁塔  曲江  / 1993-2017年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056823522/,2026-02-20 13:08:47,6,雁塔,yanta
陕西师大附中家属院,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3820024358670412/,2026-02-20 13:08:47,6,雁塔,yanta
西安交大财经社区南家属院,暂无数据,N/A,雁塔  曲江  / 2004年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056883292/,2026-02-20 13:08:47,6,雁塔,yanta
西安结合病胸部肿瘤医院家属院,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056884154/,2026-02-20 13:08:47,6,雁塔,yanta
太平堡小区,暂无数据,N/A,雁塔  曲江  / 2002-2015年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056933138/,2026-02-20 13:08:47,6,雁塔,yanta
曲江池西村,暂无数据,N/A,雁塔  曲江  / 2001-2016年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056876876/,2026-02-20 13:08:47,6,雁塔,yanta
长安中路97号,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811057098345/,2026-02-20 13:08:47,6,雁塔,yanta
长安中路87号,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811057098198/,2026-02-20 13:08:47,6,雁塔,yanta
西安邮电大学北家属院,暂无数据,N/A,雁塔  曲江  / 2005年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811056744371/,2026-02-20 13:08:47,6,雁塔,yanta
芙蓉小区（曲江）,暂无数据,N/A,雁塔  曲江  / 2013年,90天成交0套,0,https://xa.ke.com/xiaoqu/3811057935232/,2026-02-20 13:08:47,6,雁塔,yanta
育华小区,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3811059360398/,2026-02-20 13:08:47,6,雁塔,yanta
大雁塔南广场,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/38000000000855/,2026-02-20 13:08:47,6,雁塔,yanta
农机公司小区,暂无数据,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031210887138/,2026-02-20 13:08:47,6,雁塔,yanta
红专南路115号,8481,N/A,雁塔  曲江  / 未知,90天成交0套,0,https://xa.ke.com/xiaoqu/3820037053729143/,2026-02-20 13:08:47,6,雁塔,yanta
人防小区,暂无数据,N/A,雁塔  曲江  / 2015年,90天成交0套,0,https://xa.ke.com/xiaoqu/3820031203467905/,2026-02-20 13:08:47,6,雁塔,yanta
